epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,8719.23,0.47908,0.45127,1.08381,0.97239,0.95014,0.97995,0.88136,0.49428,0.32349,1.20416,0.0010405,0.0010405,0.0010405
183,8767.34,0.47472,0.43862,1.0778,0.97243,0.94994,0.97986,0.88085,0.4939,0.32379,1.2039,0.000991,0.000991,0.000991
184,8815.16,0.4744,0.43569,1.07937,0.97242,0.94986,0.97989,0.88106,0.49374,0.32372,1.20396,0.0009415,0.0009415,0.0009415
185,8863.06,0.47325,0.43791,1.07876,0.9725,0.9498,0.97985,0.88086,0.49356,0.32331,1.20428,0.000892,0.000892,0.000892
186,8910.83,0.48203,0.45677,1.08346,0.97222,0.94983,0.97982,0.88089,0.49328,0.32386,1.20427,0.0008425,0.0008425,0.0008425
187,8958.62,0.46768,0.43654,1.07746,0.97185,0.94987,0.97986,0.88113,0.49302,0.32419,1.20403,0.000793,0.000793,0.000793
188,9006.59,0.4682,0.42776,1.07338,0.97165,0.9498,0.97972,0.88089,0.49304,0.32424,1.20432,0.0007435,0.0007435,0.0007435
189,9054.64,0.47088,0.43191,1.07934,0.97136,0.94978,0.97983,0.88117,0.49312,0.32458,1.20462,0.000694,0.000694,0.000694
190,9102.85,0.47266,0.42992,1.07981,0.9708,0.95015,0.97991,0.88103,0.49316,0.32482,1.20519,0.0006445,0.0006445,0.0006445
191,9172.3,0.32875,0.2043,0.96835,0.97074,0.95014,0.98002,0.88151,0.49306,0.32451,1.2054,0.000595,0.000595,0.000595
192,9221.87,0.32558,0.20206,0.96527,0.97058,0.95024,0.97993,0.88073,0.49306,0.32453,1.20557,0.0005455,0.0005455,0.0005455
193,9271.65,0.32301,0.19819,0.9654,0.97051,0.95029,0.97994,0.88012,0.49312,0.32412,1.2059,0.000496,0.000496,0.000496
194,9321.16,0.32059,0.19713,0.95764,0.97054,0.95031,0.97991,0.88125,0.49297,0.32361,1.2059,0.0004465,0.0004465,0.0004465
195,9370.49,0.31912,0.19457,0.95738,0.97064,0.95024,0.98002,0.88181,0.49277,0.32344,1.20611,0.000397,0.000397,0.000397
196,9419.53,0.31818,0.19384,0.96122,0.97057,0.95026,0.98005,0.88108,0.49282,0.32373,1.20638,0.0003475,0.0003475,0.0003475
197,9468.8,0.31675,0.19384,0.95503,0.97123,0.94981,0.97994,0.8805,0.49259,0.32341,1.20639,0.000298,0.000298,0.000298
198,9517.89,0.31181,0.18976,0.955,0.97124,0.94979,0.97996,0.88162,0.49225,0.32327,1.20646,0.0002485,0.0002485,0.0002485
199,9567.12,0.31333,0.19106,0.95579,0.97086,0.9499,0.97991,0.88177,0.49227,0.32311,1.20672,0.000199,0.000199,0.000199
200,9616.06,0.31257,0.18844,0.9548,0.97104,0.95068,0.98005,0.88197,0.4922,0.32252,1.20675,0.0001495,0.0001495,0.0001495
